1541386819.0, 0.59, 0.93, 0.84, 135.53, 2699.17, 796.75, 117.68, 1048.93, 132.46
1541386880.0, 0.59, 0.93, 0.84, 135.49, 2697.92, 796.66, 117.87, 1049.21, 133.16
1541386940.0, 0.6, 0.94, 0.84, 134.67, 2562.31, 794.35, 114.16, 915.38, 129.02
1541387000.0, 0.6, 0.94, 0.84, 134.6, 2365.57, 795.51, 112.51, 789.39, 127.74
1541387060.0, 0.6, 0.94, 0.84, 135.16, 1976.62, 794.93, 111.63, 609.39, 129.16
1541387121.0, 0.6, 0.94, 0.84, 135.41, 1979.32, 794.98, 112.13, 611.0, 130.47
1541387181.0, 0.6, 0.91, 0.84, 135.02, 2165.28, 795.29, 112.56, 917.95, 128.15
1541387241.0, 0.6, 0.93, 0.84, 135.01, 2543.11, 795.01, 113.14, 970.22, 126.78
1541387301.0, 0.6, 0.93, 0.84, 134.87, 2665.6, 794.51, 113.11, 1035.42, 125.97
1541387362.0, 0.6, 0.93, 0.84, 134.87, 2681.27, 794.87, 113.03, 1028.91, 125.67
1541387422.0, 0.6, 0.93, 0.84, 134.78, 2693.2, 795.09, 113.5, 1035.31, 126.45
1541387482.0, 0.6, 0.93, 0.84, 134.96, 2714.69, 797.07, 113.92, 1032.65, 128.99
1541387542.0, 0.6, 0.93, 0.84, 135.08, 2720.27, 796.37, 114.42, 1031.9, 134.53
1541387603.0, 0.6, 0.93, 0.84, 135.03, 2727.52, 795.7, 114.07, 1030.6, 133.35
1541387663.0, 0.6, 0.93, 0.84, 134.94, 2733.52, 795.45, 114.19, 1029.38, 132.18
1541387723.0, 0.6, 0.93, 0.84, 134.74, 2747.16, 795.1, 114.29, 1057.75, 131.1
1541387783.0, 0.6, 0.92, 0.84, 134.85, 2799.04, 794.7, 114.11, 1115.95, 128.97
1541387844.0, 0.6, 0.92, 0.84, 134.79, 2790.32, 794.81, 113.65, 1109.32, 127.52
1541387904.0, 0.6, 0.92, 0.84, 134.75, 2802.62, 794.72, 114.55, 1107.37, 128.44
1541387964.0, 0.6, 0.92, 0.84, 134.82, 2796.15, 795.07, 114.63, 1111.71, 128.33
1541388024.0, 0.6, 0.92, 0.84, 134.83, 2789.05, 795.28, 114.81, 1116.47, 128.54
1541388085.0, 0.6, 0.92, 0.84, 134.83, 2769.85, 795.44, 114.68, 1114.92, 128.08
1541388145.0, 0.6, 0.92, 0.84, 134.94, 2744.61, 795.09, 115.0, 1085.9, 128.67
1541388205.0, 0.6, 0.93, 0.84, 135.01, 2695.65, 796.58, 114.73, 1027.78, 128.65
1541388265.0, 0.6, 0.93, 0.84, 135.13, 2697.61, 795.85, 115.04, 1028.31, 128.79
1541388326.0, 0.6, 0.93, 0.84, 135.17, 2698.25, 795.98, 115.25, 1029.87, 128.52
1541388386.0, 0.6, 0.93, 0.84, 135.17, 2697.53, 795.01, 115.23, 1031.02, 127.76
1541388446.0, 0.6, 0.93, 0.84, 135.26, 2698.54, 795.11, 115.76, 1035.93, 128.04
1541388506.0, 0.6, 0.93, 0.84, 135.1, 2693.89, 794.88, 114.81, 1028.01, 126.75
1541388567.0, 0.6, 0.93, 0.84, 135.08, 2694.37, 794.95, 115.01, 1030.71, 127.32
1541388627.0, 0.6, 0.94, 0.84, 135.31, 2544.39, 795.16, 115.13, 895.47, 129.44
1541388687.0, 0.6, 0.94, 0.84, 135.35, 2515.8, 795.09, 115.13, 870.37, 129.79
1541388747.0, 0.6, 0.94, 0.84, 135.47, 2517.07, 794.77, 115.97, 869.93, 130.79
1541388808.0, 0.6, 0.94, 0.84, 135.4, 2514.06, 796.23, 115.53, 865.44, 129.94
1541388868.0, 0.6, 0.91, 0.84, 135.15, 2662.86, 796.49, 115.8, 1144.19, 127.72
